5.0067E-01	2.314E-03	0	1173.228	0.003
4.6427E-01	2.161E-03	0	1332.492	0.004
				
1.6111E+00	1.7161E-02	0	53.1622	0.0006
1.1129E+00	1.5055E-02	0	276.3989	0.0012
				
9.7317E-01	1.6347E-03	0	356.0129	0.0007
				
				
6.9912E-01	2.8679E-03	0	661.6570	0.0030
				
4.6386E-01	2.1621E-03	0	1274.5370	0.0070
				
5.2601E-01	3.2401E-03	0	1115.539	0.002
				
1.6103E+00	4.4232E-03	0	122.06065	0.00012
				
				
5.8113E-01	2.5289E-03	0	898.042	0.003
3.7876E-01	1.9645E-03	0	1836.063	0.012
				
1.7014E+00	7.0385E-03	0	59.5409	0.0001
